,naming_orig,RMSE,RMSSE,SMAPE,RMSE_model,RMSSE_model,SMAPE_model
254,mipt_alpha_228,2225566.297372424,0.6832875727972156,14.514292776584623,LSTNetTuningObjective_gl,LSTNetTuningObjective_gl,LSTNetTuningObjective_gl
255,mipt_alpha_229,1480666.378498546,0.6966813025547391,11.746485531330109,TFTTuningObjective_gl,TFTTuningObjective_gl,TFTTuningObjective_gl
256,mipt_alpha_23,1359508.4333272816,0.6350124373194652,13.877788186073303,Prophet,Prophet,Prophet
257,mipt_alpha_230,1912328.2934224447,0.7407139320313728,28.767281770706177,CatBoostDirectPipelineEtna_30lags,CatBoostDirectPipelineEtna_30lags,CatBoostDirectPipelineEtna_30lags
258,mipt_alpha_231,2103087.60019168,0.472127142765724,10.707075893878937,CatBoostDirectPipelineEtna_horizonlags_gl,CatBoostDirectPipelineEtna_horizonlags_gl,CatBoostDirectPipelineEtna_horizonlags_gl
259,mipt_alpha_232,1818114.2348620447,0.551785277003119,9.007645398378372,CatBoostAutoRegressivePipelineEtna_horizonlags_gl,CatBoostAutoRegressivePipelineEtna_horizonlags_gl,CatBoostAutoRegressivePipelineEtna_horizonlags_gl
260,mipt_alpha_233,2289167.1732890108,0.5888183241248877,12.423661351203918,LightAutoML,LightAutoML,CatBoostDirectPipelineEtna_30lags_gl
261,mipt_alpha_234,705832.3673621096,0.6455050506040678,9.98675525188446,LightAutoML,LightAutoML,LightAutoML
262,mipt_alpha_235,2626312.471767212,0.6891242527635486,13.820688426494598,CatBoostDirectPipelineEtna_horizonlags_gl,CatBoostDirectPipelineEtna_horizonlags_gl,CatBoostDirectPipelineEtna_horizonlags_gl
263,mipt_alpha_236,1231481.18156308,0.7823341882572482,20.44578343629837,NeuralProphet,NeuralProphet,NeuralProphet
264,mipt_alpha_237,1632076.195868318,0.7918195152053067,15.7833531498909,NeuralProphet,NeuralProphet,Prophet
265,mipt_alpha_238,1184172.434578681,0.7767013512075601,20.34007459878921,CatBoostAutoRegressivePipelineEtna_horizonlags,CatBoostAutoRegressivePipelineEtna_horizonlags,TFTTuningObjective_gl
266,mipt_alpha_239,1961878.7779717683,0.9369293079734448,17.470782995224,ARIMAEtna,ARIMAEtna,ARIMAEtna
267,mipt_alpha_24,1645052.8926207814,0.7796155714009269,15.228843688964844,CatBoostAutoRegressivePipelineEtna_horizonlags_gl,CatBoostAutoRegressivePipelineEtna_horizonlags_gl,CatBoostAutoRegressivePipelineEtna_horizonlags_gl
268,mipt_alpha_240,1554380.3100760125,0.6102219028660362,13.875554502010344,CatBoostDirectPipelineEtna_horizonlags_gl,CatBoostDirectPipelineEtna_horizonlags_gl,CatBoostDirectPipelineEtna_horizonlags_gl
269,mipt_alpha_241,1486316.0701385154,0.8396278923709036,17.798098921775818,LightAutoML_mult_gl,LightAutoML_mult_gl,NeuralProphet_gl
270,mipt_alpha_242,1501640.4872112365,0.6355583249255048,17.524152994155884,LSTNetTuningObjective_gl,LSTNetTuningObjective_gl,LSTNetTuningObjective_gl
271,mipt_alpha_243,1401902.7019247806,0.6743647499410879,14.386068284511566,LightAutoML,LightAutoML,CatBoostDirectPipelineEtna_horizonlags
272,mipt_alpha_244,1234791.685466014,0.5352401937341493,17.206311225891113,LightAutoML_mult_gl,LightAutoML_mult_gl,LightAutoML_mult_gl
273,mipt_alpha_245,2879236.0857088463,0.7454940403418093,27.80429422855377,LightAutoML,LightAutoML,CatBoostAutoRegressivePipelineEtna_horizonlags_gl
